etf_code,exchange,fund_name,tracked_index_code,tracked_index_name,scale_cny_100m,industry_code,dominant_industry_weight,classified_weight_coverage,component_count,weight_date,industry_name,mapping_status,mapping_confidence,mapping_source
510010,SSE,180治理ETF交银,000021,上证180公司治理指数,2.2149,801125,0.09849393975759031,1.0,100.0,20260630,白酒Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510020,SSE,超大盘ETF博时,000043,上证超级大盘指数,1.3988,801081,0.19480194801948017,1.0,20.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510030,SSE,价值ETF华宝,000029,上证180价值指数,1.6076,801783,0.21047210472104724,1.0,60.0,20260630,股份制银行Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510040,SSE,上证180ETF鹏华,000010,上证180指数,0.4107,801081,0.2155464663939918,1.0,180.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510050,SSE,上证50ETF华夏,000016,上证50指数,195.9129,801081,0.25881741182588175,1.0,50.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510060,SSE,央企ETF工银,000042,上证中央企业50指数,0.9238,801782,0.16936661266774664,1.0,50.0,20260630,国有大型银行Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510090,SSE,责任ETF建信,000048,上证社会责任指数,0.6062,801783,0.14096999999999998,1.0,100.0,20260630,股份制银行Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510100,SSE,上证50ETF易方达,000016,上证50指数,30.3463,801081,0.25881741182588175,1.0,50.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510130,SSE,上证中盘ETF易方达,000044,上证中盘指数,2.3096,801081,0.1462429248584972,1.0,130.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510140,SSE,上证综指ETF华夏,000001,上证综合指数,0.9735,801081,0.14234572962811115,0.9989800305990821,2217.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510150,SSE,消费ETF招商,000069,上证消费80指数,14.2521,801151,0.16171838281617185,1.0,80.0,20260630,化学制药,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510160,SSE,产业升级ETF南方,000901,中证南方小康产业指数,1.6286,801161,0.08267082670826709,1.0,100.0,20260630,电力,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510170,SSE,大宗商品ETF国联安,000066,上证大宗商品股票指数,4.8739,801055,0.21746782532174677,1.0,50.0,20260630,工业金属,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510180,SSE,上证180ETF华安,000010,上证180指数,181.1381,801081,0.2155464663939918,1.0,180.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510190,SSE,上证50ETF华安,000016,上证龙头企业指数,1.0321,801081,0.25881741182588175,1.0,50.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510200,SSE,上证券商ETF汇安,950105,上证证券行业指数,1.9556,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510210,SSE,上证指数ETF富国,000001,上证综合指数,106.9655,801081,0.14234572962811115,0.9989800305990821,2217.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510230,SSE,金融ETF国泰,000018,上证180金融股指数,8.3004,801783,0.2618778563356901,1.0,39.0,20260630,股份制银行Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510270,SSE,国企ETF中银,000056,上证国有企业100指数,0.2488,801193,0.10801783964320713,1.0,100.0,20260630,证券Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510290,SSE,上证380ETF南方,000009,上证380指数,1.5088,801081,0.19894403167904962,1.0,380.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510300,SSE,沪深300ETF华泰柏瑞,000300,沪深300指数,828.5206,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510310,SSE,沪深300ETF易方达,000300,沪深300指数,430.1281,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510320,SSE,沪深300ETF中金,000300,沪深300指数,7.7898,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510330,SSE,沪深300ETF华夏,000300,沪深300指数,382.0196,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510350,SSE,沪深300ETF工银,000300,沪深300指数,33.9719,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510360,SSE,沪深300ETF广发,000300,沪深300指数,28.8739,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510370,SSE,沪深300ETF兴业,000300,沪深300指数,0.9024,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510380,SSE,沪深300ETF国寿,000300,沪深300指数,17.8883,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510390,SSE,沪深300ETF平安,000300,沪深300指数,6.5017,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510410,SSE,资源ETF博时,000068,上证自然资源指数,7.8898,801055,0.26195999999999997,1.0,50.0,20260630,工业金属,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510500,SSE,中证500ETF南方,000905,中证小盘500指数,394.5907,801081,0.1757558180236221,1.0,500.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510510,SSE,中证500ETF广发,000905,中证小盘500指数,22.0675,801081,0.1757558180236221,1.0,500.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510530,SSE,中证500ETF工银,000905,中证小盘500指数,4.3055,801081,0.1757558180236221,1.0,500.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510550,SSE,中证500ETF方正富邦,000905,中证小盘500指数,0.4383,801081,0.1757558180236221,1.0,500.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510560,SSE,中证500ETF国寿,000905,中证小盘500指数,1.2721,801081,0.1757558180236221,1.0,500.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510570,SSE,中证500ETF兴业,000905,中证小盘500指数,0.411,801081,0.1757558180236221,1.0,500.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510580,SSE,中证500ETF易方达,000905,中证小盘500指数,42.3536,801081,0.1757558180236221,1.0,500.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510590,SSE,中证500ETF平安,000905,中证小盘500指数,12.744,801081,0.1757558180236221,1.0,500.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510600,SSE,上证50ETF申万菱信,000016,上证50指数,0.4864,801081,0.25881741182588175,1.0,50.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510630,SSE,消费ETF华夏,000036,上证主要消费行业指数,4.1916,801125,0.34302686053721076,1.0,30.0,20260630,白酒Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510650,SSE,金融地产ETF华夏,000038,上证金融地产行业指数,0.3267,801783,0.2737827378273783,1.0,30.0,20260630,股份制银行Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510660,SSE,医药ETF华夏,000037,上证医药卫生行业指数,1.4082,801151,0.3525964740352597,1.0,50.0,20260630,化学制药,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510670,SSE,上证180ETF华夏,000010,上证180指数,1.9706,801081,0.2155464663939918,1.0,180.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510680,SSE,上证50ETF万家,000016,上证50指数,0.5955,801081,0.25881741182588175,1.0,50.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510710,SSE,上证50ETF博时,000016,上证50指数,4.4675,801081,0.25881741182588175,1.0,50.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510720,SSE,红利国企ETF国泰,000151,上证国有企业红利指数,33.6917,801951,0.39187000000000005,1.0,30.0,20260630,煤炭开采,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510760,SSE,上证指数ETF国泰,000001,上证综合指数,31.0798,801081,0.14234572962811115,0.9989800305990821,2217.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510770,SSE,G60创新ETF申万菱信,950049,上证G60战略新兴产业成份指数,0.3272,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510800,SSE,上证50ETF建信,000016,上证50指数,2.5392,801081,0.25881741182588175,1.0,50.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510810,SSE,上海国企ETF汇添富,950096,中证上海国企指数,50.6532,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510850,SSE,上证50ETF工银,000016,上证50指数,1.7882,801081,0.25881741182588175,1.0,50.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510880,SSE,红利ETF华泰柏瑞,000015,上证红利指数,241.0019,801951,0.2422175778242218,1.0,50.0,20260630,煤炭开采,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510910,SSE,上证指数ETF南方,000001,上证综合指数,1.3213,801081,0.14234572962811115,0.9989800305990821,2217.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510950,SSE,上证50ETF广发,000016,上证50指数,1.0743,801081,0.25881741182588175,1.0,50.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510980,SSE,上证指数ETF汇添富,000001,上证综合指数,7.7106,801081,0.14234572962811115,0.9989800305990821,2217.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
510990,SSE,180ESGETF工银,931088,中证180ESG指数,0.407,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512000,SSE,券商ETF华宝,399975,中证全指证券公司指数,396.3125,801193,1.0000000000000002,1.0,49.0,20260630,证券Ⅱ,high_confidence_component_exposure,high,official_csi_closeweight+official_sws_stock_classification
512010,SSE,医药ETF易方达,000913,沪深300医药卫生指数,176.3806,801151,0.33519,1.0,19.0,20260630,化学制药,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512020,SSE,A500ETF鹏华,000510,中证A500指数,13.3517,801081,0.15436617464698588,1.0,500.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512040,SSE,价值100ETF富国,931052,中证国信价值指数,45.0514,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512050,SSE,A500ETF华夏,000510,中证A500指数,175.233,801081,0.15436617464698588,1.0,500.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512060,SSE,A100ETF天弘,000903,中证A100指数,0.1363,801081,0.16999,1.0,100.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512070,SSE,证券保险ETF易方达,H30035,沪深300非银行金融指数,145.7746,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512080,SSE,A500ETF中金,000510,中证A500指数,8.1618,801081,0.15436617464698588,1.0,500.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512100,SSE,中证1000ETF南方,000852,中证1000指数,174.1853,801081,0.10975536575120518,1.0,1000.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512120,SSE,医药ETF华安,000814,中证细分医药产业主题指数,3.8732,801151,0.39897,1.0,50.0,20260630,化学制药,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512130,SSE,全指现金流ETF鹏华,932365,中证全指自由现金流指数,0.1533,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512140,SSE,电力ETF华安,H30199,中证全指电力公用事业指数,1.4805,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512170,SSE,医疗ETF华宝,399989,中证医疗指数,261.2177,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512190,SSE,浙商之江凤凰ETF,930758,中证浙江凤凰行动50指数,5.0964,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512200,SSE,房地产ETF南方,931775,中证全指房地产指数,32.2526,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512220,SSE,TMTETF景顺,H30318,中证科技传媒通信150指数,9.1718,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512240,SSE,A50ETF鹏华,930050,中证A50指数,0.1987,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512250,SSE,A50ETF招商,930050,中证A50指数,1.508,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512260,SSE,中证500低波动ETF华安,930782,中证500行业中性低波动指数,0.4364,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512290,SSE,生物医药ETF国泰,930726,中证生物医药指数,38.0297,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512330,SSE,信息科技ETF南方,H30257,中证500信息技术指数,8.1559,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512400,SSE,有色金属ETF南方,000819,中证申万有色金属指数,217.0072,801055,0.4515799999999999,1.0,50.0,20260630,工业金属,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512410,SSE,银行ETF广发,399986,中证银行指数,1.5634,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512430,SSE,家居家电ETF华泰柏瑞,931241,中证家居家电指数,0.2774,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512450,SSE,畜牧养殖ETF广发,931946,中证畜牧养殖产业指数,1.0289,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512460,SSE,电池ETF华夏,931719,中证电池主题指数,2.6208,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512480,SSE,半导体ETF国联安,H30184,中证全指半导体产品与设备指数,244.2571,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512500,SSE,中证500ETF华夏,000905,中证小盘500指数,79.4726,801081,0.1757558180236221,1.0,500.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512510,SSE,中证500ETF华泰柏瑞,000905,中证小盘500指数,9.9791,801081,0.1757558180236221,1.0,500.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512530,SSE,沪深300红利ETF建信,000821,沪深300红利指数,1.5427,801783,0.18082638347233052,1.0,50.0,20260630,股份制银行Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512560,SSE,军工ETF易方达,399967,中证军工指数,6.705,801742,0.2785472145278547,1.0,80.0,20260630,航空装备Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512570,SSE,证券ETF易方达,399975,中证全指证券公司指数,45.2922,801193,1.0000000000000002,1.0,49.0,20260630,证券Ⅱ,high_confidence_component_exposure,high,official_csi_closeweight+official_sws_stock_classification
512580,SSE,环保ETF广发,000827,中证环保产业指数,7.1274,801737,0.36269725394507885,1.0,100.0,20260630,电池,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512600,SSE,消费ETF嘉实,000932,中证主要消费指数,8.4637,801125,0.3617127657446851,1.0,36.0,20260630,白酒Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512620,SSE,农业ETF天弘,000949,中证农业主题指数,10.5267,801017,0.4054418911621767,1.0,50.0,20260630,养殖业,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512630,SSE,卫星ETF广发,931594,中证卫星产业指数,27.5997,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512640,SSE,金融地产ETF嘉实,000934,中证金融地产指数,0.5015,801193,0.33704988850334494,1.0,94.0,20260630,证券Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512650,SSE,长三角ETF汇添富,931141,中证长三角一体化发展主题指数,0.4648,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512660,SSE,军工ETF国泰,399967,中证军工指数,67.3816,801742,0.2785472145278547,1.0,80.0,20260630,航空装备Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512670,SSE,国防ETF鹏华,399973,中证国防指数,16.5485,801742,0.42456150876982457,1.0,50.0,20260630,航空装备Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512680,SSE,军工ETF广发,399967,中证军工指数,40.1539,801742,0.2785472145278547,1.0,80.0,20260630,航空装备Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512690,SSE,酒ETF鹏华,399987,中证酒指数,135.9501,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512700,SSE,银行ETF南方,399986,中证银行指数,11.0908,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512710,SSE,军工龙头ETF富国,931066,中证军工龙头指数,75.4984,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512720,SSE,计算机ETF国泰,930651,中证计算机主题指数,5.1809,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512730,SSE,银行ETF鹏华,399986,中证银行指数,1.1281,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512750,SSE,基本面50ETF嘉实,000925,中证锐联基本面50指数,0.6392,801783,0.2031,1.0,50.0,20260630,股份制银行Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512760,SSE,芯片ETF国泰,990001,中华交易服务半导体芯片行业指数,131.8469,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512770,SSE,战略新兴ETF华夏,000171,中国战略新兴产业成份指数,2.9681,801081,0.31919680803191974,1.0,100.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512800,SSE,银行ETF华宝,399986,中证银行指数,105.954,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512810,SSE,军工ETF华宝,399967,中证军工指数,6.9607,801742,0.2785472145278547,1.0,80.0,20260630,航空装备Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512820,SSE,银行ETF汇添富,399986,中证银行指数,5.9002,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512870,SSE,杭州湾区ETF南华,931033,中证杭州湾区指数,0.3247,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512880,SSE,证券ETF国泰,399975,中证全指证券公司指数,615.8645,801193,1.0000000000000002,1.0,49.0,20260630,证券Ⅱ,high_confidence_component_exposure,high,official_csi_closeweight+official_sws_stock_classification
512890,SSE,红利低波ETF华泰柏瑞,H30269,中证红利低波动指数,333.7343,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512900,SSE,证券ETF南方,399975,中证全指证券公司指数,82.2611,801193,1.0000000000000002,1.0,49.0,20260630,证券Ⅱ,high_confidence_component_exposure,high,official_csi_closeweight+official_sws_stock_classification
512910,SSE,A100ETF广发,000903,中证100指数,1.7578,801081,0.16999,1.0,100.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512930,SSE,AI人工智能ETF平安,930713,中证人工智能主题指数,36.1902,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512940,SSE,有色ETF华安,931892,中证有色金属矿业主题指数,17.0734,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512950,SSE,央企改革ETF华夏,000860,中证央企结构调整指数,62.8865,801081,0.15906318126362526,1.0,100.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512960,SSE,央企结构调整ETF博时,000860,中证央企结构调整指数,57.9865,801081,0.15906318126362526,1.0,100.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512970,SSE,大湾区ETF平安,931000,中证粤港澳大湾区发展主题指数,0.1623,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
512980,SSE,传媒ETF广发,399971,中证传媒指数,37.8099,801764,0.37668623313766864,1.0,50.0,20260630,游戏Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515000,SSE,科技ETF华宝,931087,中证科技龙头指数,46.389,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515010,SSE,证券ETF华夏,399975,中证全指证券公司指数,26.597,801193,1.0000000000000002,1.0,49.0,20260630,证券Ⅱ,high_confidence_component_exposure,high,official_csi_closeweight+official_sws_stock_classification
515020,SSE,银行ETF华夏,399986,中证银行指数,6.476,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515030,SSE,新能源车ETF华夏,399976,中证新能源汽车指数,27.2771,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515050,SSE,通信ETF华夏,931079,中证5G通信主题指数,222.2583,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515060,SSE,房地产ETF华夏,931775,中证全指房地产指数,5.1099,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515070,SSE,人工智能ETF华夏,930713,中证人工智能主题指数,99.1662,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515080,SSE,中证红利ETF招商,000922,中证红利指数,123.1678,801951,0.1809054271628149,1.0,100.0,20260630,煤炭开采,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515090,SSE,可持续发展ETF博时,931268,中证可持续发展100指数,0.1252,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515100,SSE,红利低波100ETF景顺,930955,中证红利低波动100指数,56.922,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515110,SSE,一带一路ETF易方达,000859,中证国企一带一路指数,3.5259,801055,0.07833,1.0,100.0,20260630,工业金属,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515120,SSE,创新药ETF广发,931152,中证创新药产业指数,116.8607,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515130,SSE,沪深300ETF博时,000300,沪深300指数,1.2666,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515150,SSE,一带一路ETF富国,000859,中证国企一带一路指数,5.9526,801055,0.07833,1.0,100.0,20260630,工业金属,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515170,SSE,食品饮料ETF华夏,000815,中证细分食品饮料产业主题指数,40.1093,801125,0.5105748942510575,1.0,50.0,20260630,白酒Ⅱ,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515180,SSE,红利ETF易方达,000922,中证红利指数,179.8703,801951,0.1809054271628149,1.0,100.0,20260630,煤炭开采,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515190,SSE,中证500ETF中银证券,000905,中证小盘500指数,4.7823,801081,0.1757558180236221,1.0,500.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515200,SSE,创新100ETF申万菱信,931159,中证研发创新100指数,1.1336,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515210,SSE,钢铁ETF国泰,930606,中证钢铁指数,10.0385,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515220,SSE,煤炭ETF国泰,399998,中证煤炭指数,141.2757,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515230,SSE,软件ETF国泰,H30202,中证全指软件指数,49.5382,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515250,SSE,智能汽车ETF富国,930721,中证智能汽车主题指数,3.8957,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515260,SSE,电子ETF华宝,931461,中证电子50指数,9.7497,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515290,SSE,银行ETF天弘,399986,中证银行指数,37.2704,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515300,SSE,300红利低波ETF嘉实,930740,沪深300红利低波动指数,48.8421,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515310,SSE,沪深300ETF汇添富,000300,沪深300指数,3.52,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515320,SSE,电子50ETF华安,931461,中证电子50指数,1.491,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515330,SSE,沪深300ETF天弘,000300,沪深300指数,74.9772,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515350,SSE,沪深300ETF民生加银,000300,沪深300指数,0.7564,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515360,SSE,沪深300ETF方正富邦,000300,沪深300指数,2.62,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515370,SSE,光伏ETF华夏,931151,中证光伏产业指数,8.2643,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515380,SSE,沪深300ETF泰康,000300,沪深300指数,35.806,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515390,SSE,沪深300ETF华安,000300,沪深300指数,15.9423,801081,0.14027877769778416,1.0,300.0,20260630,半导体,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515400,SSE,大数据ETF富国,930902,中证大数据产业指数,17.2295,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515460,SSE,红利质量ETF南方,932315,中证全指红利质量指数,2.488,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
515480,SSE,红利低波100ETF南方,930955,中证红利低波动100指数,0.6665,,,,,,,insufficient_component_exposure,none,official_csi_closeweight+official_sws_stock_classification
